Nombre;Contacto;Concejo;Zona;Direccion;Telefono;Email;Web;MasInformacion;Descargas;Archivo;ArchivoTitulo;RedesSociales;Facebook;Twitter;Youtube;GooglePlus;Pinterest;Instagram;Rss;OtrosCanales;NombreCanal;CanalUrl;Informacion;Titulo;Texto;Horario;Tarifas;FechaDeConstruccion;Observaciones;Geolocalizacion;Coordenadas;Visualizador;Slide;SlideTitulo;SlideUrl
Castro de Cabo Blanco;;El Franco;Occidente de Asturias;Valdepares. El Franco;;;;;;/documents/11022/5515571/Inventario+Arqueol%C3%B3gico+del+El+Franco.pdf/574a4bfe-9786-4b21-bb00-db4e75a3bc18;Más información sobre el Castro de Cabo Blanco;;;;;;;;;;;;;El castro de Cabo Blanco es uno de los castros marítimos que jalonan a cortos intervalos la costa centro-occidental de Asturias y que, hasta la fecha, venían siendo considerados de ocupación principalmente romana;Sobre la costa de la Asturias occidental se suceden varias decenas de asentamientos castreños que se sirvieron de la abrupta línea de acantilados marítimos para favorecer su defensa. El castro de Cabo Blanco es un ejemplo magnífico de este tipo de emplazamiento y constituye, por su gran superficie, próxima a las 6 hectáreas, uno de los más grandes de la región. Su posición facilita la defensa del poblado y ofrece un amplio dominio visual, tanto sobre el horizonte marino como sobre la rasa continental. En origen, durante la Edad del Hierro (siglos VIII-I a.C.), el espacio protegido se limitaba al estrecho brazo de tierra que constituye el cabo, para con el tiempo, probablemente en época romana, extenderse sobre el continente, conformando así un vasto recinto defendido por un parapeto de dimensiones monumentales que, en los tramos que aún se conservan, supera los 4 m de altura. Entre 2005 y 2009 se desarrollaron excavaciones arqueológicas que, bajo la dirección de José Antonio Fanjul Mosteirín, Álvaro Menéndez Granda y Á. Villa Valdés, permitieron descubrir una densa trama de edificios levantados entre el siglo V a.C. hasta el siglo I d.C. y una poderosas muralla de estructura modular, característica de los pueblos prerromanos de Asturias. A excepción de los grandes fosos, los restos descubiertos no son hoy visibles pues fueron nuevamente enterrados tras su excavación.;Visita libre;;;N-634. En Valdepares desvío al Norte dirección Fonfría. Un kilómetro de camino rural conduce al castro.;;43.567240,-6.855908;;/documents/11022/5515571/2020-Castro+de+Cabo+Blanco+%281%29.jpg/a2de39eb-1f63-4a80-8c4e-5a93b7eeffc7?t=1606308486612,/documents/11022/5515571/2020-Castro+de+Cabo+Blanco+%284%29.jpg/170bfcca-8f96-4dbf-89f1-12740aaf6e5e?t=1606308514600,/documents/11022/5515571/2020-Castro+de+Cabo+Blanco+%282%29.jpg/a241ddc8-ab2d-4b4e-b4ae-61ebdf4e1af2?t=1606308496542,/documents/11022/5515571/2020-Castro+de+Cabo+Blanco+%283%29.jpg/beba1d37-403e-496d-b4f6-2b7f1c437123?t=1606308505679;Castro de Cabo Blanco,El Porto/Viavélez y Cabo Blanco,Castro de Cabo Blanco,Castro de Cabo Blanco;,,,
Museo Etnográfico de Esquíos;;Taramundi;Occidente de Asturias;33775 Os Esquíos. Taramundi;985 979 640 / 669 876 899;taramundi@esquios.es;http://www.esquios.es/;;;;;;;;;;;;;;;;;Completa colección de utensilios en vías de extinción;En el interior de la casa, ubicada en esta aldea del concejo de Taramundi habitada durante siglos por familias de ferreiros, se muestra una recopilación de gran interés cultural de utensilios y herramientas de un caserío de la comarca. Resulta muy interesante por sus colecciones de objetos antiguos en vías de extinción y por su gran diversidad de piezas (más de un millar), entre ellas, el famoso guincho de subir las cosechas en uso desde la década de los 40 y el cabazo del siglo XIX, único por su corredor tallado. Un paseo por la exposición, de 300 metros cuadrados, acompañados por un guía es suficiente para conocer las herramientas construidas y utilizadas por nuestros antepasados, (la mayoría hechas en el municipio de Taramundi) e imprescindibles para la subsistencia en una zona rural (herramientas de carpintería, cestería, madreñero, herrería, etc.). EXPOSICIONES TEMPORALES Acompaña a esta muestra-exposición un interesante taller de forja donde aún siguen elaborando las famosas navajas de M. Lombardía.;Invierno: Lunes a domingo: 11:00-18:00 h Verano y Puentes: Lunes a domingo: 11:00-20:00 h;Individual: 2,5 ? Grupo: 1,5 ? Niños (<12): Gratuito;;Se llega desde Taramundi dirección al Mazonovo, desviándose a la derecha y siguiendo las indicaciones. A 2,5 Km de Taramundi.;;43.345409,-7.091249;;/documents/11022/86372/MuseoEsquios3.jpg/e2014979-c43e-4945-aa95-5671a4654339?t=1389306782713,/documents/11022/86372/MuseoEsquios4.jpg/df290771-2b28-43a9-a3db-c47929bcdf06?t=1389306839844,/documents/11022/86372/MuseoEsquios2.jpg/2bae2482-e5b4-486e-b818-67317364c0f8?t=1389306730849,/documents/11022/86372/MuseoEsquios1.jpg/a615e38c-6da8-4328-af81-0c99d37bd706?t=1389306669969;Museo Etnográfico de Esquíos,Museo Etnográfico de Esquíos,Museo Etnográfico de Esquíos,Museo Etnográfico de Esquíos;,,,
Centro de Interpretación de San Emeterio y la Cueva de El Pindal;;Ribadedeva;Oriente de Asturias;Carretera Mirador del Picu al Faro Pimiango. 33590, Pimiango;608 175 284;;;;;;;;;;;;;;;;;;;Punto de partida para visitar la Cueva de El Pindal;El Centro de Interpretación se encuentra junto a la entrada de la cueva y los contenidos giran en torno a dos espacios fundamentalmente: la Cueva del Pindal y el monasterio de Santa María de Tina. Ambos marcan los límites temporales de los contenidos del aula, a modo de dos extremos significativos de la Historia de la zona por sus calidades patrimoniales. Pero también se hace referencia a otros lugares relevantes en la comarca como la Cueva de la Fuente del Salín y la Torre de Estrada.;Martes a domingo: 10:00-16:00 h;Acceso gratuito;;;;43.396995,-4.533579;;/documents/11022/75964/CISanEmeterioyCuevaPindal1.jpg/bc3dc158-65d0-46eb-b56a-2cd1761860b7?t=1390504600834;;
Centro de Interpretación Armando Palacio Valdés;;Laviana;Centro de Asturias;AS-252, 33987. Entrialgo (Laviana);985 611 377;palaciovaldes@laviana.es;;;;;;;;;;;;;;;;;;El Centro de Interpretación se ubica en la Casa Natal del autor de ?La aldea perdida';Este centro se encuentra en una casona rural de dos plantas levantada en el siglo XVIII, que ha experimentado sucesivas ampliaciones y modificaciones. El edificio está compuesto de tres cuerpos, el central más adelantado, y dos laterales en los que destacan los corredores de la primera planta. EXPOSICIONES PERMANENTES El centro se articula en dos plantas. En la planta baja se encuentran recepción, tienda, sala multiusos, las oficinas y los talleres para diversos usos. En la planta alta se ubica el museo propiamente dicho. Alguno de los espacios en que ha sido dividida lleva un nombre relacionado con la novela "La Aldea Perdida". El hombre. El microcosmos del autor. El entorno humano y el medio natural que le ve nacer. La obra literaria. Un reflejo de su producción literaria y de la difusión de la misma. Podemos oír su voz y escuchar algún extracto de las novelas. Nolo y Demetria. El ritmo vital del campesino viene señalado por las actividades diarias y por el ciclo estacional. El novelista describe paisaje, personajes, lugares, viviendas y actividades. Plutón y Joyana. Nace una nueva manera de ganarse la vida. El trabajo en el interior, el sonido de la pica contra la roca sustituye al repiqueteo del martillo al cabruñar. Negrura, explosiones, escombros, vagones, ruido, carbón, mucho carbón... El territorio. Un espacio poblado desde antiguo que aglutina caracteres rurales y urbanos. Actividades agrícolas y ganaderas conviven con la explotación del carbón y los espacios naturales.;Miércoles a sábado: 11:00-14:00 h y 16:00-19:00 h. Domingo: 11:00-14:00 h. Lunes y martes cerrado;Individual: 1,5 ? Niños (2 a 14): 0,3 ? Grupo (+15): 1 ?* Martes entrada gratuita *Para grupos visita guiada concertando cita  ;;Consultar previamente para las visitas guiadas y las reservas de grupos.;;43.235699,-5.552755;;/documents/11022/81261/MuseoArmandoPalacio1.jpg?t=1389300451326,/documents/11022/81261/MuseoArmandoPalacio2.jpg?t=1389300503815,/documents/11022/81261/MuseoArmandoPalacio3.jpg?t=1389300556296,/documents/11022/81261/MuseoArmandoPalacio4.jpg?t=1389300613066;,,,;,,,
Museo y Circuito Fernando Alonso;;Llanera;Centro de Asturias;La Morgal, 33428 Cayés. Llanera;984 180 808;;http://www.fernandoalonso.com/museo/;;;;;;https://www.facebook.com/FernandoAlonsoOficial;https://twitter.com/alo_oficial;https://www.youtube.com/user/ALOoficial;;;;;;;;;La historia del piloto de Fórmula 1 asturiano, Fernando Alonso, reunida en un museo con más de 270 piezas, y un circuito de karting espectacular.;Cascos, monos y botas completan la espectacular muestra.Trofeos, cascos, monos, y sobre todo, los monoplazas con los que este gran deportista ha competido desde los 3 años de edad cuando se inició en el mundo del karting, conforman una especial colección. Y la colección de todos sus trofeos conseguidos tiene un protagonismo especial. Como primer español ganador de un gran premio de Fórmula 1, representa un referente para muchos aficionados y con este espacio deportivo, pretende abrir una puerta para que los niños se inicien en este deporte, además de mostrar a todo el mundo los símbolos de una trayectoria deportiva ejemplar. El Complejo Deportivo Fernando Alonso lo forman el Museo, el Circuito de Karting, y las instalaciones colindantes del Campo de Golf de La Morgal.   El circuito de karting se diseñó y construyó con la posibilidad de realizar veintinueve trazados diferentes y está homologado para albergar las competiciones internacionales del más alto nivel según las normas CIK-FIA. 29 trazados diferentes cuyas longitudes varían entre 1.400 y 1.800 metros. El circuito principal puede dividirse en tres secundarios de 721, 637 y 372 metros para facilitar los entrenamientos. El circuito también cuenta con un trazado de conducción especializada, una pista de educación vial, una zona de paddock, boxes, guardería de karts, vestuarios, unidad medicalizada, y restaurante-cafeteria.   Day Camp/Full Camp: Durante cinco emocionantes días, niños y niñas de entre 8 y 11 años se pueden formar como pilotos de karting con un programa diseñado personalmente por Fernando Alonso. 15 horas de clases teóricas y prácticas con profesores especializados: conocerán el funcionamiento de un kart, practicarán en los diferentes trazados y aprenderán la reglamentación para asegurar un pilotaje seguro y divertido. Una formación deportiva profesional que les descubrirá nuevos valores, habilidades y amistades. La formación se complementará con cursos de idiomas. Clases diarias de inglés con profesores nativos y vocabulario especializado de carreras automovilísticas. También habrá cursos de castellano para extranjeros. Practicarán los idiomas tanto en el aula como en el circuito, para interiorizar el vocabulario aprendido mientras disfrutan poniendo a prueba ¡sus nuevas habilidades al volante! Un ambiente seguro, entretenido y muy activo, supervisado en todo momento por profesores especializados y monitores cualificados. Los menús diseñados específicamente en base a un reconocimiento médico y según las necesidades de cada niño, garantizarán un aporte energético apropiado a inculcarán en los alumnos la importancia de hábitos saludables.   Campo de Golf La Morgal: El campo fue inaugurado en 1996 y dispone de una de las canchas más espectaculares de Asturias, con cancha cubierta y zona de tiro exterior en césped durante todas las épocas del año. Entre sus servicios cuenta con: - Puestos de tiro de prácticas (hierba natural). - Cancha abierta (iluminada para uso nocturno). - Putting Green y Zona de Approach (Iluminada para uso nocturno) - Tienda de material de Golf. - Alquiler de carros y palos. - Restaurante y Bar Cafetería. 6.204 metros para caballeros y 5.336 metros para damas en el recorrido de 18 hoyos El campo de golf de La Morgal es un campo público, con 18 hoyos de recorrido y par 72. Está situado en pleno corazón de Asturias, en el Centro de Deportes Fernando Alonso, en Cayés (Llanera). El campo responde a un diseño cómodo de recorrer y divertido de jugar que invita a asumir riesgos a los más pegadores, con un atractivo recorrido. La escuela infantil de golf se ofrece a menores de 18 años. Teléfono directo 985 771 675;Venta de entradas online Museo: Todos los días 10:00 - 19:00 h. Circuito: Martes a viernes 15:00 - 20:00 h. Sábados, domingos y festivos: 10:00 - 14:00 y 15:00 - 20:00 h. Campus Karting - Day Camp: 09:00 - 18:00 h. Escuela infantil de golf: Miércoles y viernes a las 19:00 h. Sábados por la mañana dentro de los distintos grupos según edad y nivel de juego.;Museo: - General: 15,00 ? - Reducida (niños 4-12 años y >65 años): 10,00 ? - Grupos: Consultar Circuito: (No hay alquiler) -Ticket 1 día: consultar -Tarifa anual para abonados: consultar -Obligatorio seguro deportivo. Karting - Day Camp/Full Camp: -Day Camp: 1400,00? Incluye:   -Curso de karting con equipo completo. -Curso de inglés. -Comidas y meriendas. -Full Camp: 1900,00? Incluye: -Curso de karting con equipo completo. -Curso de inglés. -Desayunos, comidas, meriendas y cenas. -Alojamiento en Hotel Las Caldas Villatermal 4* -Transporte diario desde el hotel. Campo de Golf: -Green Fee semanal: 15,00? -Green Fee fin de semana: 18,00?;;;;43.428374, -5.831606;;/documents/11022/771260/museo_fernando_alonso_1.jpg/c270f075-9825-429f-9d47-f4651b426c5c?t=1436272111581,/documents/11022/771260/museo_fernando_alonso_2.jpg/e7165e60-30a2-4690-8ad3-904c14fa550f?t=1436272112027,/documents/11022/771260/museo_fernando_alonso_4.jpg/da1a322d-19b4-4647-b68c-c1e6bd981e7a?t=1436272111138,/documents/11022/771260/museo_fernando_alonso_3.jpg/23e95fd0-f98b-4353-9a73-c549815c0687?t=1436272112448;Museo Fernando Alonso,Museo Fernando Alonso,Circuito Fernando Alonso,Circuito Fernando Alonso;,,,
Museo Evaristo Valle;;Gijón;Centro de Asturias;Camino de Cabueñes, 261. Somió. 33203 Gijón/Xixón.;985 334 000;museo@evaristovalle.com;http://www.evaristovalle.com;;;;;;;;;;;;;;;;;La Fundación Museo Evaristo Valle cuenta con una extensión de 16.000 metros cuadrados de espléndidos jardines;El Museo Evaristo Valle, declarado B.I.C. (Bien de Interés Cultural) y constituido en 1981 como Fundación Cultural, es fruto del cariño y la generosidad de María Rodríguez del Valle -sobrina del pintor- quien desde su muerte en 1951 atesoró con admirable celo obras, objetos personales y documentos del artista que hoy integran los fondos del museo, a los que unió una dotación y su residencia con dos edificios en Somió (Gijón/Xixón): uno de ellos construido expresamente para museo en 1971, el otro es un antiguo palacete de finales de siglo XIX, reformado en 1942 y adaptado posteriormente a los nuevos fines. Ambos edificios se encuentran dentro de unos espléndidos jardines históricos, mezcla de jardinería francesa e inglesa, que con más de 16.000 metros cuadrados conservan, después de un siglo, buena parte del trazado, elementos ornamentales y muchas de sus 120 especies diferentes de árboles y arbustos, en su mayoría autóctonos. El museo, forma así un marco incomparable que cargado de melancolía está en perfecta sintonía tanto con la obra y la personalidad de Evaristo Valle, como con la de su fundadora. En los jardines se exponen cerca de cincuenta esculturas de arte contemporáneo y un espacio dedicado al Bonsai. Con independencia de las exposiciones temporales, actividades educativas y musicales, el museo exhibe permanentemente más de un centenar de obras de Evaristo Valle, que organizadas de forma cronológica, temática o técnica, nos permiten aproximarnos a su profundo, variado y rico legado dibujístico y pictórico. Se exhibe igualmente, junto a la reconstrucción de su estudio, la sugerente colección de conchas heredada por el pintor de su padre.;Octubre a marzo: Martes a viernes: 10:00 a 13:00 h. Sábados, domingos y festivos: 12:00 a 14:00 h. Abril, mayo, junio y septiembre: Martes a viernes: 10:00 a 13:00 h. Sábados: 17:00 a 20:00 h. Domingos y festivos: 12:00 a 14:00 h. Julio y agosto: Martes a sábados: 17:00 a 20:00 h. Domingos y festivos: 12:00 a 14:00 h. Cerrado: lunes, 1 y 6 enero, 24, 25 y 31 diciembre.        ;Tarifas: General: 5 ? Reducida (Estudiantes, jubilados, mayores de 65 años y grupos): 3 ? Gratuita: Amigos del museo (martes) Niños menores de 12 años acompañados por un adulto  Programas Educativos: 3 ? Visitas guiadas (Evaristo Valle, jardines históricos y parque escultórico, exposiciones temporales? sujeto a disponibilidad del guía): 30 ?      ;;Consulta las exposiciones del Evaristo Valle aquí;;43.533949,-5.619832;;/documents/11022/86686/MuseoEvaristoValle2.jpg/b4bb1090-14b7-435c-be3c-40ce45d52710?t=1444806466025,/documents/11022/86686/MuseoEvaristoValle4.jpg/fb228236-f207-47fd-9108-60a4a11abdc5?t=1444806463803,/documents/11022/86686/MuseoEvaristoValle1.jpg/aff47e67-4de3-4981-9bc3-fc86c69f14ed?t=1444806465516,/documents/11022/86686/MuseoEvaristoValle3.jpg/d25ecb97-05f1-4d38-b79f-194ba562ee50?t=1444806466455;Museo Evaristo Valle,Museo Evaristo Valle,Museo Evaristo Valle,Museo Evaristo Valle;,,,
Ecomuseo Minero Valle de Samuño;;Langreo;Centro de Asturias;El Cadavíu. 33909 Ciañu;;info@ecomuseominero.es;http://www.ecomuseominero.es;;;;;;;;;;;;;;;;;Descubre y viaja por la historia y las huellas de nuestro pasado minero en el Ecomuseo Valle de Samuño;El Ecomuseo Minero Valle de Samuño abrió sus puertas en 2013, tras la recuperación del patrimonio industrial del entorno del poblado minero de La Nueva en Llangréu/Langreo, un proyecto demandado por iniciativa popular de los vecinos del Valle. El Pozo San Luis, inspirador del proyecto ecomuseístico, fue profundizado entre 1928 y 1930 por Carbones de La Nueva, perteneciente a la Real Compañía Asturiana de Minas, y estuvo en funcionamiento hasta 1969. El Pozo San Luis fue declarado en 2013 Bien de Interés Cultural con la categoría de Conjunto Histórico, como uno de los más bellos y singulares ejemplos del patrimonio industrial de las cuencas hulleras de Asturias. La recuperación de la trinchera de ferrocarril que transportaba el carbón desde las minas de montaña del alto Samuño hasta el valle del Nalón, permite a los visitantes del Ecomuseo subirse en la Estación de El Cadavíu y recorrer el viejo camino del carbón. El trayecto asciende entre castaños sobre la ribera del río Samuño hasta adentrarse en la oscuridad de las entrañas de la tierra durante más de un kilómetro por el Socavón Emilia, una antigua mina de montaña del siglo XIX, para desembarcar a 32 metros de profundidad en primera planta del Pozo San Luis, donde la jaula sacará a la luz a los intrépidos pasajeros. El Valle de Samuño forma parte del Paisaje Protegido de las Cuencas Mineras de Asturias, Red Natura 2000. Un maravilloso entorno de valles y montañas, donde podrás descubrir las huellas de nuestro pasado minero y recorrer sus rutas y senderos tras la visita al Centro de Interpretación del Paisaje Protegido, ubicado en la Casa de Aseos en los exteriores del Pozo San Luis. Un paisaje industrial en la naturaleza, donde perviven las huellas de las labores mineras que durante más de cien años marcaron con esfuerzo y coraje el carácter de las gentes de la Comarca del Nalón. Un tren, un valle, una mina, un pueblo? Una experiencia única en el turismo industrial europeo, que hay que vivir sí o sí.;Venta de entradas online Temporada alta (24/06 a 10/09): Todos los días: 10:30-14:30 h. y 16:30-20:30 h. Horarios de salida de los trenes desde El Cadavíu: 11:30, 12:30, 13:30, 16:00, 17:00 y 18:00 h.     Horarios de regreso de los trenes desde el Pozo San Luis: 13:00, 14:00, 16:30, 17:30, 18:30 y 19:30 h. Resto del año: Jueves y viernes: 9:30-15:30 h. Sábados y domingos: 10:00-15:00 y 16:00-20:00 h. Consulte los horarios de los trenes y la disponibilidad de otros días para grupos organizados Reservas en www.ecomuseominero.es y en el teléfono 984 082 215 Reservas para eventos, empresas, operadores turísticos, viajes organizados y actividades complementarias en el e-mail comunicación@ecomuseominero.es  ;Individual: 10 ? Niños <12: 4 ? Niños (0 a 3): Gratuito Grupos (+ 20 personas): 8 ? Grupos escolares: 4 ? Tarifa reducida*: 5 ? *Pensionistas, mayores de 65 años, desempleados y jóvenes con carnet de estudiante, debidamente acreditados Consulte tarifas para la organización de eventos, alquiler de espacios y otras actividades en el Ecomuseo  ;;Para grupos de más de 20 personas, se recomienda realizar reserva previa con una semana de antelación como mínimo. Capacidad del tren minero: 72 viajeros. Duración estimada de la visita: 2 h.;;43.276161,-5.677206;;/documents/11022/76522/MUSEO_MINA.jpg/e83b7743-ec47-4765-833d-5484cbf37c51?t=1540901019953,/documents/11022/76522/EcomuseoMineroSamuno2.jpg/979bdeb9-a26d-4b27-858c-872848744a51?t=1389302136254,/documents/11022/76522/Foto14.jpg/467a1157-1299-4703-9256-f38455a5bf9d?t=1503911004106,/documents/11022/76522/Tren_en_galeria.jpg/834d8b05-0aa5-40ea-afe9-1f7cd4bc0f93?t=1503911004922,/documents/11022/76522/Tren_en_galeria.jpg/834d8b05-0aa5-40ea-afe9-1f7cd4bc0f93?t=1503911004922;Ecomuseo Minero "Valle de Samuño",Ecomuseo Minero "Valle de Samuño",Ecomuseo Minero "Valle de Samuño",Ecomuseo Minero "Valle de Samuño",Ecomuseo Minero "Valle de Samuño";,,,,
Museo de la Forja;;El Franco;Occidente de Asturias;C/ Pelayo, 2. 33750, A Caridá. El Franco;985 637 161;;;;;;;;;;;;;;;;;;;Auténticas obras de arte forjadas por el artista Ángel Fernández López.;Situado en el centro urbano de A Caridá, esta colección particular alojada en la casa familiar de Ángel Fernández López recoge las obras realizadas por este artista nacido en 1920. La colección consta de diversas piezas, como un conjunto de sillas y mesa de hierro y cristal (1980), un árbol con serpiente, en hierro (1972), una consola de hierro, mármol y cristal (1973), un hórreo asturiano en hierro (1972), un caso de maíz de hierro (1973), y varias lámparas de hierro (1980).   Todos ellos fueron elaborados de manera artesanal en su fragua. En ella calentaba el hierro y con un martillo en el yunque de hierro les iba dando forma hasta obtener auténticas obras de arte.  ;Lunes a Domingo: 10:00-20:00 h;Acceso gratuito;;;;43.550088,-6.828135;;/documents/11022/76818/MuseoForja1.jpg/2e8ead34-c82d-442e-96b5-16017d91ce04?t=1390505860886,/documents/11022/76818/MuseoForja2.jpg/e80b1966-68ce-4e7d-8dd8-4ab0e87c7139?t=1390505860713;,;,
Centro de Recepción de Visitantes de Muniellos;;Cangas del Narcea;Occidente de Asturias;Las Tablizas. Cangas del Narcea;691 885 989;espaciosnaturales_asturias@asturias.org;;;;;;;;;;;;;;;;;;Este equipamiento es la puerta de entrada a la Reserva Natural Integral de Muniellos, robledal único en el que se refugian al menos 160 especies de la fauna asturiana;El Centro de Recepción de Visitantes se ubica dentro de la propia Reserva Natural. Su principal función es recibir y orientar a los visitantes que deseen realizar el recorrido autorizado por el interior de la Reserva, para el que es necesario contar con un permiso. Alberga una pequeña exposición permanente integrada por paneles que, apoyándose en textos, fotografías y planos, informan sobre los valores naturales de Muniellos. Esta exposición permite al visitante interpretar la flora, la fauna y el paisaje de los que disfrutará en su visita. Las instalaciones se encuentran atendidas por personal especializado que ampliará aquella información sobre la Reserva Natural o las características de las rutas que se desee consultar. El equipamiento es accesible, la ruta que va de Moal a Tablizas también y en el entorno de Tablizas, a orillas del río, hay un sendero autoguiado accesible de 500 m, que incluye información en lenguaje Braille.;Lunes a domingo: 09:30 a 17:00 h.  ;;;;;43.035449,-6.681805;;/documents/11022/4547191/CR-muniellos.jpg/9581d3e3-7c93-4922-a637-908a3ef8254a?t=1571997986445,/documents/11022/4547191/hojas-de-roble-en-muniellos.jpg/9a6ca7a0-6668-499e-9b5f-057b9fed3160?t=1571997987345,/documents/11022/4547191/cr-muniellos-exterior.jpg/c326e8cc-3f26-46e6-9f57-4ad57f61cf72?t=1571997986816,/documents/11022/4547191/muniellos.jpg/32ed6745-dd51-4c79-8220-e6908c863d77?t=1571997987879;Interior del Centro de Recepción de Visitantes de Muniellos,Hojas de roble en el Bosque de Muniellos,Exterior del Centro de Recepción de Visitantes de Muniellos,Bosque y río en el Bosque de Muniellos;,,,
Castro de Coaña;;Coaña;Occidente de Asturias;Villacondide. Coaña;985 978 401;;http://www.parquehistorico.org/;;;/documents/11022/74974/Castro+de+Coa%C3%B1a.pdf/a3b312fd-b383-4c17-bead-cb5924c615e2;Más información sobre el Castro de Coaña;;;;;;;;;;;;;Fue el primer castro estudiado y actualmente está declarado Bien de Interés Cultural;El Castelón de Coaña es el más popular de cuantos castros se conocen en Asturias. Esta notoriedad se debe a lo temprano de su descubrimiento y a la gran extensión excavada. Aunque durante algún tiempo se consideró que la fundación del poblado se había producido en tiempos de la dominación romana, las excavaciones más recientes han confirmado que su ocupación es mucho más antigua pues se remonta, cuando menos, a momentos tempranos de la Edad del Hierro, pues ya estaba fortificado en el siglo V a.C. El sistema defensivo del castro está compuesto por varias líneas fosos y murallas que protegían los dos principales espacios interiores del castro: la acrópolis y el barrio extramuros.  El recinto superior o acrópolis es un espacio de uso incierto y seguramente cambiante a lo largo de la historia del castro. Pudo haber albergado la ocupación más antigua del poblado pues en él se han descubierto recientemente edificios y datado la muralla en momentos tempranos de la Edad del Hierro. El Barrio Norte, en el que se conservan unas 80 cabañas, estuvo protegido por un foso, hoy oculto bajo la muralla restaurada. Se ha estimado que pudo albergar una población de 150 o 200 personas. El núcleo más singular del poblado es, sin duda, el denominado Recinto Sacro. Se extiende al pie de la Acrópolis en una pequeña terraza que se alza sobre el camino de acceso. Las ruinas corresponden, en realidad, a dos edificios de similar estructura y función que se caracterizan por su planta rectangular, cabecera semicircular y  cubierta en falsa bóveda. En el momento de su descubrimiento fueron considerados hornos crematorios. En la actualidad se interpretan como saunas de origen autóctono, cuyos modelos más antiguos se remontan al siglo IV a.C. aunque pervivieron, con reformas, hasta época romana (siglo I d.C.). Al igual que buena parte de los castros de la región, éste era conocido desde antiguo. Las referencias literarias con alusión a las ruinas y a su posible origen se remontan a comienzos del siglo XIX. Desde entonces ha sido objeto de intervenciones esporádicas que, con mayor o menor fortuna, han contribuido a modelar su aspecto actual y convertirlo en el paradigma iconográfico del poblado fortificado de la Edad del Hierro. José María Flórez y González realiza las primeras excavaciones arqueológicas en 1876. Antonio García y Bellido, con la colaboración de Juan Uría Ríu, excavó a comienzos de los años cuarenta la mayor parte de las ruinas hoy visibles. En 1959 Francisco Jordá Cerdá retomó durante un par de años la actividad en Coaña. En fechas más recientes han realizado intervenciones de diversa entidad los arqueólogos Elías Carrocera Fernández, Ángel Villa Valdés y Alfonso Menéndez Granda. Desde 1993 el castro cuenta con un Aula Didáctica donde se muestra la evolución de la cultura castreña desde su origen hasta el contacto con el mundo romano, cuando la explotación del oro tomará un papel muy relevante en la historia de estos territorios y sus pueblos.  ;Horario invierno (01/10 a 31/03): Miércoles a domingo: 10:30 a 15:30 h. (último pase recomendado a las 15:00 h.) Cerrado: lunes y martes Horario verano (01/04 a 30/09): Miércoles a domingo: 10:30 a 17:30 h. (último pase recomendado a las 17:00 h.) Cerrado: lunes y martes Consultar horarios para visitas guiadas: 985 978 401  ;General: 3,13 ? Reducida: 1,62 ? (niños de 7 a 12 años, personas mayores de 65 años y miembros de familias numerosas) Gratuito: Menores 7 años y Miércoles Grupos: Consultar condiciones de visita  ;Siglo IV A.C;Carretera AS-12 Navia-Grandas de Salime, Km 6;;43.511033,-6.749499;;/documents/11022/74974/castro-coana.jpg/bd461bc2-b2ab-4287-abd5-7d435ed61f84?t=1600677131541,/documents/11022/74974/castro.jpg/2cdfe93c-2e50-4c57-9dad-24c29045d2d7?t=1600677595175,/documents/11022/74974/castro-de-Coana.jpg/46b090c5-553a-41a6-9a80-6654cadb8c6d?t=1537175920464,/documents/11022/74974/CastroCoana4.jpg/194d7cba-58ac-410d-b06d-0ef709a756fa?t=1389301611559;Castro de Coaña,Castro de Coaña,Castro de Coaña,Castro de Coaña;,,,
